0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
1.0000001,0.5715163,0.5821271,0.64181495,0.5724685,0.5303068,0.59272933,0.5485456,0.4776805,0.35739574,0.5376623,0.48122668,0.46572974,0.53196084,0.43986055,0.531838,0.5103678,0.5269458,0.55130875,0.42231852,0.48739094,0.5252885,0.45128638,0.47960067,0.362813,0.46452683,0.5104934,0.4796614,0.5657425,0.42448083,0.5387523,0.49901125,0.5891528,0.37771696,0.38808352,0.5006516,0.57105553,0.4454187,0.38047653,0.6494262,0.3587364,0.46723232,0.45587426,0.5147659,0.48114586,0.48955753,0.47577205,0.56510615,0.45680833,0.37693322,0.4906639,0.5090579,0.35560077,0.3717446,0.3405233,0.35203046,0.2561047,0.44280922,0.35155678,0.32326588,0.4231219,0.5066087,0.44753814,0.3769362,0.48329696,0.4601364,0.46168745,0.4601364,0.5398803,0.5303843,0.44088545,0.44088545,0.5267172,0.43813923,0.5256266,0.39455408,0.44914538,0.48749167,0.4651082,0.47328162,0.5236323,0.41677815,0.45952123,0.4378445,0.38226163,0.32741696,0.60138786,0.4401211,0.34228817,0.34228817,0.4306535,0.3876741,0.4784581,0.40712142,0.39718723,0.54976124,0.53085685,0.5133749,0.49602863,0.39364338,0.36443156,0.5341301,0.6193789,0.548915,0.50330365,0.45816734,0.45365533,0.65560347,0.65560347,0.4418838,0.4862067,0.6451533,0.68801194,0.6267569,0.68791306,0.5226531,0.60258096,0.5004078,0.5070033,0.462879,0.4862783,0.4798156,0.4502266,0.48811567,0.6108238,0.707901,0.49919105,0.60874075,0.5425876,0.5199479,0.64435077,0.5034815,0.44570944,0.47616762,0.49411303,0.5483924,0.53563136,0.67803437,0.4929486,0.5569849
0.5715163,1.0000001,0.676139,0.69142616,0.66000026,0.590857,0.5301851,0.45351523,0.45362985,0.46961105,0.63284636,0.57729167,0.47461653,0.5575771,0.5070621,0.5076506,0.6918655,0.6181518,0.52649766,0.4634562,0.6397008,0.6549641,0.6216994,0.56822246,0.49168968,0.541136,0.6226088,0.63174033,0.6775109,0.5685102,0.7711836,0.5527323,0.62987125,0.4354222,0.5128611,0.65997094,0.60263944,0.67890084,0.53415465,0.6682849,0.4889754,0.4792409,0.4924488,0.5460037,0.5779456,0.54557675,0.47911775,0.73208994,0.506655,0.6033879,0.58206934,0.5750749,0.37087995,0.43140677,0.5214835,0.384381,0.38273734,0.62009573,0.39876595,0.3706463,0.56857836,0.60777676,0.38527793,0.49358195,0.645222,0.4226459,0.5952818,0.4226459,0.5773803,0.47638333,0.42385423,0.42385423,0.5199177,0.47474647,0.6419619,0.6392361,0.52404946,0.6529482,0.59487224,0.5337936,0.56982154,0.4979934,0.4441705,0.42088452,0.49524674,0.46826214,0.68125504,0.55104804,0.37752485,0.37752485,0.5649452,0.41815493,0.46836287,0.4131383,0.40722948,0.5981518,0.5941077,0.48937702,0.4834806,0.4326209,0.5935828,0.5206976,0.67787236,0.58220035,0.56934077,0.5590313,0.43782315,0.55017734,0.55017734,0.44591236,0.39075133,0.56285465,0.5857358,0.60443324,0.682492,0.5756246,0.6246798,0.42060292,0.45011503,0.46846324,0.4432325,0.64006746,0.42288095,0.31601825,0.61999404,0.59566903,0.462218,0.5602914,0.60522234,0.39652622,0.6486558,0.5544858,0.6066611,0.63891065,0.5967578,0.645572,0.6733406,0.53523934,0.522106,0.5800225
0.5821271,0.676139,1.0,0.6943172,0.7183682,0.59609747,0.65715754,0.48032343,0.49339443,0.49429038,0.7229709,0.62612474,0.5327184,0.62851804,0.43851906,0.5956167,0.59599787,0.5246945,0.53790945,0.46818727,0.62887025,0.635279,0.65462124,0.47297087,0.46409103,0.62776685,0.6432692,0.5659702,0.6751047,0.56376326,0.65336496,0.5617996,0.6405268,0.45150408,0.59409523,0.5900573,0.66086966,0.6017857,0.48609358,0.77085793,0.48251122,0.6148026,0.573323,0.5759071,0.55773354,0.54366374,0.5431406,0.6530342,0.5846115,0.57711804,0.64964837,0.6228019,0.48481745,0.4147457,0.55226517,0.3898142,0.35027385,0.63416827,0.3278857,0.34981537,0.5099565,0.6515699,0.41268066,0.44787276,0.65991735,0.4535762,0.6670563,0.4535762,0.62098277,0.5384086,0.46768874,0.46768874,0.5835065,0.48710498,0.7077079,0.6281027,0.6544841,0.7102555,0.66934216,0.580096,0.69939613,0.58567727,0.588513,0.53141075,0.530172,0.4876454,0.7677945,0.6335858,0.34047943,0.34047943,0.56989694,0.554941,0.6224669,0.59673417,0.58834255,0.6968747,0.75222594,0.6107831,0.60120726,0.548398,0.444847,0.5055665,0.6555521,0.551689,0.6196614,0.6190389,0.3918827,0.5796298,0.5796298,0.42226753,0.49516517,0.5767683,0.56767195,0.5961141,0.69262755,0.6846087,0.6774419,0.51994866,0.63186693,0.6212017,0.55070114,0.64170974,0.48882306,0.385099,0.6084156,0.5703254,0.5299388,0.50593483,0.70599604,0.45727986,0.6990378,0.64758426,0.6470487,0.66232204,0.6447079,0.61183345,0.7122574,0.58364266,0.5848533,0.5537395
0.64181495,0.69142616,0.6943172,1.0000004,0.7858107,0.63039494,0.64780545,0.5457409,0.59738666,0.6869225,0.6454364,0.62851703,0.59720993,0.66197556,0.54879993,0.594748,0.56725353,0.60825574,0.516145,0.5693397,0.6873018,0.62753046,0.58921844,0.5366409,0.44429934,0.54489356,0.61008,0.6548982,0.6969267,0.4761886,0.752586,0.5322174,0.65899336,0.46409333,0.47821915,0.5393301,0.74190414,0.56465137,0.54180944,0.7578318,0.46314308,0.6012777,0.5044032,0.5281499,0.6149591,0.6380328,0.5482125,0.60375607,0.4761221,0.56112695,0.6240809,0.63106513,0.3669605,0.3921858,0.56548274,0.33573613,0.2953602,0.51822317,0.43319586,0.36195722,0.4453403,0.63759804,0.45092097,0.5446136,0.7245146,0.52318436,0.45165405,0.52318436,0.60626704,0.58753085,0.5629132,0.5629132,0.6015482,0.52527344,0.6465506,0.5492282,0.5402405,0.61018807,0.5469649,0.53256726,0.58015394,0.40277407,0.51474804,0.5208821,0.48961765,0.43958867,0.6861173,0.5061975,0.3480808,0.3480808,0.6347014,0.40576863,0.43252283,0.41691095,0.40186852,0.62950194,0.6689451,0.4535361,0.397763,0.37878752,0.5186741,0.61601543,0.60847896,0.6871521,0.549972,0.5688933,0.5935869,0.6647289,0.6647289,0.48987198,0.4520665,0.5981506,0.5953232,0.608543,0.72879326,0.55641896,0.5589527,0.48348346,0.4818066,0.46274287,0.4346676,0.5497707,0.47952244,0.50359905,0.78001565,0.65224934,0.5206851,0.60159504,0.60161644,0.4230482,0.655587,0.5583725,0.5108217,0.52021575,0.6021519,0.54336786,0.60239744,0.6268953,0.4129444,0.6686902
0.5724685,0.66000026,0.7183682,0.7858107,1.0000002,0.62740713,0.61024195,0.5090797,0.633727,0.69276965,0.6695334,0.69874805,0.6258749,0.6309217,0.465084,0.5729296,0.5822089,0.6365111,0.49196976,0.567402,0.7127524,0.6038946,0.6703406,0.63785374,0.513399,0.61895716,0.6358659,0.59195673,0.7351363,0.6013894,0.75006646,0.52248263,0.6351352,0.41541263,0.50562,0.6154489,0.7680192,0.6702171,0.59985983,0.70170754,0.42161876,0.62337065,0.4890048,0.5070699,0.5871476,0.67300546,0.4929695,0.6108527,0.5525485,0.5993136,0.67471796,0.6634071,0.40986228,0.37409633,0.6028265,0.39252803,0.32882908,0.5495645,0.3921668,0.34441757,0.47172955,0.69566613,0.38971227,0.4369316,0.7560383,0.50696135,0.5062567,0.50696135,0.62520427,0.5525307,0.42785534,0.42785534,0.59241724,0.47343403,0.67733264,0.63637906,0.56324565,0.65577596,0.58522934,0.525874,0.5497846,0.39251244,0.5411694,0.4370473,0.51332223,0.4174799,0.73565066,0.57275224,0.34871233,0.34871233,0.6203206,0.45673007,0.49122173,0.45501554,0.44506025,0.6658085,0.6301183,0.44907674,0.4432907,0.38914877,0.47332713,0.5797754,0.6231529,0.6553638,0.6112706,0.5045196,0.6559757,0.67686945,0.67686945,0.4785422,0.4448558,0.5636803,0.57151663,0.61210704,0.6918512,0.6105956,0.583102,0.46864676,0.5002086,0.48491073,0.4258926,0.5830835,0.5110355,0.38163543,0.7286319,0.564695,0.5309051,0.57593185,0.6268954,0.42905924,0.6484134,0.59079957,0.5610906,0.57956415,0.62419057,0.5773637,0.6435099,0.6157488,0.54255927,0.6285926
0.5303068,0.590857,0.59609747,0.63039494,0.62740713,0.99999964,0.60942036,0.62933517,0.48795098,0.46014684,0.60592735,0.6115131,0.50987756,0.5970448,0.28538206,0.4788952,0.5108038,0.43565,0.6009943,0.48699173,0.66298753,0.55823904,0.5244117,0.63660395,0.49848396,0.45952496,0.5543199,0.5347973,0.7125015,0.47770816,0.60765505,0.52631366,0.53885245,0.3630282,0.48251694,0.46108633,0.5596985,0.5211149,0.37762168,0.59244806,0.42552075,0.5213114,0.5279783,0.47152066,0.5154345,0.42515984,0.39609873,0.51888174,0.4567788,0.47123787,0.6563209,0.70733696,0.5216191,0.47867352,0.54086316,0.46292704,0.34087324,0.53592837,0.3549657,0.2631342,0.3816742,0.659131,0.45167416,0.4625852,0.6505177,0.38711053,0.515671,0.38711053,0.5970038,0.5540421,0.5250877,0.5250877,0.4517914,0.4587646,0.6071339,0.5367274,0.57363087,0.57049197,0.52419806,0.4164442,0.5941899,0.5003643,0.41886008,0.35983497,0.4782191,0.41060305,0.63031405,0.48240533,0.46578318,0.46578318,0.48961407,0.49331528,0.50746423,0.41131717,0.4007172,0.55655324,0.51911396,0.4558499,0.4196812,0.35345525,0.48419553,0.4406501,0.5283029,0.6387527,0.44498348,0.58920604,0.33531153,0.52431834,0.52431834,0.3464135,0.39108032,0.53751755,0.5804203,0.67921466,0.67341757,0.5977751,0.5967624,0.4956101,0.546211,0.52060443,0.41064918,0.70615435,0.44856834,0.41000825,0.5179749,0.5550164,0.5880565,0.63517046,0.5705756,0.51265436,0.6962743,0.48136503,0.55435747,0.5291874,0.5707365,0.53809696,0.5544175,0.63585657,0.41554815,0.41168475
0.59272933,0.5301851,0.65715754,0.64780545,0.61024195,0.60942036,0.9999999,0.62405944,0.6483612,0.5318404,0.58630717,0.6172444,0.6281571,0.6978989,0.40161318,0.44096816,0.44785553,0.45005783,0.532691,0.5700517,0.5849013,0.55874234,0.4963184,0.4426611,0.32128745,0.55444235,0.45792392,0.43727198,0.58144605,0.42342317,0.49571687,0.47986704,0.5206866,0.26118493,0.33483958,0.40470186,0.5598357,0.39668348,0.31059724,0.67869025,0.5129531,0.7418444,0.53088987,0.63624024,0.45759654,0.48984978,0.5393207,0.5661615,0.34862137,0.35947073,0.73851144,0.7262362,0.52746713,0.58895314,0.5896138,0.35211527,0.32424635,0.5392006,0.23511714,0.21884735,0.39326957,0.6463772,0.52486867,0.5519512,0.6730306,0.6526034,0.46404043,0.6526034,0.699217,0.67358315,0.56563383,0.56563383,0.5341422,0.66697985,0.6474669,0.40396193,0.4924935,0.5633733,0.49344835,0.45348996,0.5257522,0.44379008,0.45795763,0.37253663,0.5049154,0.47711515,0.61860526,0.47702116,0.38251236,0.38251236,0.38039982,0.41590208,0.42174095,0.3904525,0.38199192,0.53811806,0.4986401,0.42340562,0.42011163,0.319316,0.3107529,0.4729794,0.45904225,0.49611726,0.57057667,0.52161914,0.4276728,0.593451,0.593451,0.40410665,0.50498,0.527847,0.54414356,0.5801423,0.6578646,0.646132,0.59389776,0.44998592,0.50350964,0.4853618,0.46789145,0.5904886,0.49375784,0.36423215,0.6140746,0.56211156,0.5287475,0.55561674,0.57961607,0.511248,0.6785863,0.5135078,0.5581987,0.5423909,0.5653907,0.52898633,0.5858561,0.63175035,0.49279988,0.4484067
0.5485456,0.45351523,0.48032343,0.5457409,0.5090797,0.62933517,0.62405944,1.0000001,0.6179772,0.5465174,0.39474466,0.46108657,0.4811297,0.50574183,0.3685744,0.30877373,0.4062358,0.4200526,0.5397363,0.5228206,0.459683,0.48725545,0.43015873,0.4773487,0.44815877,0.39531624,0.4244088,0.38548303,0.45625886,0.37654054,0.41798854,0.4570802,0.50349057,0.3700696,0.26631856,0.3260219,0.43691108,0.3290155,0.31455192,0.52158743,0.47578657,0.5192056,0.46666038,0.47752714,0.49447003,0.5060284,0.42123544,0.52351445,0.29550928,0.34941852,0.53365564,0.5900463,0.48007253,0.54670894,0.47377914,0.3879105,0.320293,0.41408992,0.24504943,0.16391408,0.37164903,0.51377165,0.49920493,0.5608776,0.5163071,0.5646775,0.35360563,0.5646775,0.62254333,0.6225912,0.6096126,0.6096126,0.38671833,0.5886017,0.51659346,0.3606694,0.39737725,0.4554809,0.32210812,0.30819878,0.41188926,0.42666683,0.32287788,0.23317248,0.4445073,0.40889922,0.41044235,0.38405865,0.35766897,0.35766897,0.3739509,0.37363303,0.30671597,0.2571227,0.24625511,0.36536187,0.33040664,0.24386407,0.25659758,0.17263636,0.355609,0.4586106,0.37345308,0.5622928,0.44021934,0.42860514,0.47080976,0.6152227,0.6152227,0.33326146,0.37958628,0.4847889,0.48587823,0.5741444,0.54527014,0.47374892,0.5156081,0.41348565,0.39012873,0.3439551,0.3637202,0.5906735,0.29914638,0.4350804,0.43117872,0.5074019,0.40320024,0.51262283,0.39394104,0.43654388,0.6029563,0.33141905,0.40710604,0.3735806,0.43538195,0.37558866,0.386415,0.5366756,0.38575456,0.4763981
0.4776805,0.45362985,0.49339443,0.59738666,0.633727,0.48795098,0.6483612,0.6179772,1.0,0.70790845,0.5088432,0.6816061,0.7653028,0.5986078,0.40778214,0.36064786,0.4719813,0.5578816,0.42858094,0.5053644,0.5470451,0.37704498,0.40755498,0.44798106,0.40905297,0.49052593,0.46200863,0.50177133,0.46963215,0.4284872,0.4637296,0.4907238,0.4716053,0.2762752,0.26371083,0.29551616,0.51304114,0.38865447,0.44660643,0.6040121,0.5091971,0.6224238,0.50693136,0.5020838,0.42841813,0.56537396,0.42954877,0.5610207,0.3105998,0.37072003,0.5621522,0.588435,0.4271325,0.4615138,0.62295914,0.33762315,0.31875533,0.49345124,0.23810408,0.12967457,0.3115214,0.51600635,0.32738864,0.5054507,0.6756075,0.62003064,0.28078893,0.62003064,0.6416794,0.6488831,0.4715088,0.4715088,0.5326406,0.52195185,0.56660664,0.30190563,0.2975855,0.58260643,0.37977666,0.43129492,0.426138,0.24628022,0.44201282,0.35229668,0.52708554,0.45836323,0.4933165,0.42670947,0.2623624,0.2623624,0.4308599,0.30616224,0.24427879,0.20981255,0.20221075,0.40636277,0.3725667,0.1989986,0.23471202,0.13937163,0.3133478,0.48389113,0.33353084,0.55363387,0.56737226,0.37455207,0.6020614,0.590337,0.590337,0.43454972,0.25544983,0.37470478,0.3888659,0.42548302,0.47192693,0.42213625,0.42642528,0.21783507,0.2927007,0.31058234,0.22305232,0.45370275,0.3231296,0.35322976,0.533308,0.45864046,0.36286998,0.43814996,0.37409902,0.2883225,0.5158804,0.28319812,0.35057047,0.33386678,0.39259577,0.313803,0.37198085,0.5194485,0.34448475,0.50807124
0.35739574,0.46961105,0.49429038,0.6869225,0.69276965,0.46014684,0.5318404,0.5465174,0.70790845,0.9999997,0.4536292,0.60268813,0.6149094,0.5751535,0.39570415,0.34734917,0.38241732,0.5393914,0.41603374,0.57627654,0.58222806,0.49182343,0.4487958,0.4593855,0.38874707,0.4384722,0.4067706,0.5447284,0.43178445,0.43200892,0.5411158,0.47628093,0.50945175,0.41890538,0.27501553,0.31995356,0.5580311,0.3947184,0.46567887,0.57406604,0.47106263,0.5773388,0.47331554,0.46297896,0.52046204,0.5814141,0.43923816,0.5512483,0.26193476,0.42922992,0.5081909,0.56503844,0.3791227,0.37729514,0.71434355,0.33588338,0.28068432,0.44873694,0.3210259,0.20878805,0.39094052,0.54054695,0.30027393,0.4895427,0.6600959,0.52662617,0.28602213,0.52662617,0.61281,0.55371064,0.5185659,0.5185659,0.4979142,0.51770294,0.5139709,0.38445348,0.34923434,0.5479115,0.34634978,0.39475936,0.39470586,0.28054395,0.48924154,0.3688359,0.39978793,0.36501765,0.42194706,0.3437807,0.34184426,0.34184426,0.56029457,0.34708643,0.25689828,0.26355818,0.2545796,0.45453408,0.385418,0.19691418,0.1994271,0.17373566,0.41150218,0.55559593,0.36831564,0.6654318,0.5295027,0.39149892,0.6617057,0.65801895,0.65801895,0.45734304,0.29163718,0.40138668,0.3977387,0.4262643,0.50024956,0.4669999,0.39690164,0.35246778,0.33387348,0.26913485,0.27387616,0.47060478,0.3733478,0.45048827,0.617645,0.44677055,0.36086655,0.48388934,0.3441291,0.34644434,0.47889334,0.33875176,0.33958456,0.31340832,0.46104467,0.32324556,0.39277554,0.4530502,0.31042793,0.6095543
