0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154
1.0000002,0.40722853,0.34949696,0.42786482,0.22251639,0.49690366,0.3824137,0.40994835,0.497976,0.5698352,0.48795977,0.30461103,0.24884903,0.48560178,0.43300617,0.4575274,0.50190854,0.4872555,0.49305457,0.44757858,0.46677464,0.3825154,0.32880747,0.33687848,0.72783023,0.5163133,0.38902497,0.50261235,0.4983296,0.363692,0.4244634,0.53129494,0.54386157,0.48565936,0.325607,0.43192118,0.3649571,0.37203115,0.33571762,0.41425523,0.574437,0.3447891,0.58541393,0.45927057,0.51554775,0.5196169,0.3517159,0.59314054,0.30322042,0.47011167,0.41064295,0.37238902,0.358912,0.5711663,0.42991582,0.36752403,0.37324375,0.3467368,0.5295335,0.50278986,0.26982805,0.4593429,0.40738147,0.40362984,0.54168427,0.46883607,0.21605551,0.44009322,0.39856958,0.4832641,0.37422156,0.52082974,0.28826967,0.2741437,0.28392202,0.41098675,0.5412844,0.41749343,0.45718932,0.26096594,0.4559738,0.35906142,0.614967,0.36201662,0.32499993,0.2351467,0.33784577,0.42297095,0.3807817,0.37330228,0.31731546,0.4333278,0.6118448,0.357855,0.33791262,0.35232073,0.42793667,0.27652323,0.48475358,0.39173207,0.4099543,0.28489637,0.2841543,0.39691138,0.22624175,0.5967357,0.48135895,0.30348492,0.4462936,0.3746001,0.3722425,0.2296848,0.45607764,0.3893249,0.24783123,0.21562137,0.38708153,0.3748554,0.36017355,0.40250522,0.31041816,0.3834906,0.48661536,0.36124024,0.24050388,0.29344347,0.34485513,0.38201508,0.43236226,0.50507003,0.42819542,0.3492326,0.27650654,0.30581343,0.33649182,0.39100844,0.27167112,0.4006285,0.34425724,0.46620217,0.41772574,0.3595942,0.42168623,0.44153744,0.34025127,0.4583125,0.30627388,0.30892187,0.4174838,0.5552496,0.48590678,0.51199824,0.4994229,0.397402,0.45439985
0.40722853,1.0000001,0.36673617,0.43482924,0.29818463,0.3805005,0.35453314,0.41405693,0.37037247,0.37147242,0.31046474,0.27100104,0.091876596,0.30935776,0.3204694,0.39049697,0.42972445,0.400457,0.4059366,0.35558957,0.51168936,0.32635587,0.3350181,0.37855047,0.51282626,0.41904902,0.358819,0.32617718,0.53155124,0.3439783,0.3014782,0.4425135,0.2512795,0.43692434,0.38568282,0.45335132,0.31996,0.4260103,0.60639167,0.5051463,0.41198838,0.2476798,0.3198127,0.338974,0.4372136,0.29570717,0.21346065,0.38084328,0.33889666,0.47882894,0.43369293,0.3569286,0.31605285,0.38530147,0.41162938,0.286138,0.4186129,0.29219094,0.37993777,0.37917614,0.28656673,0.43791747,0.37352812,0.270325,0.3785244,0.37614962,0.31921667,0.30955994,0.2553609,0.33343482,0.28096396,0.38152468,0.20239373,0.19417037,0.21429516,0.2170203,0.40668082,0.2095501,0.2666706,0.38449907,0.37622884,0.31834704,0.37763846,0.21865873,0.22000957,0.21084851,0.22438298,0.21359873,0.21700653,0.2122367,0.26979655,0.4053071,0.41897985,0.35203773,0.13136564,0.23956594,0.34854865,0.10719436,0.26960903,0.1910511,0.24942228,0.18257475,0.15314135,0.34613,0.2100927,0.36083016,0.31572196,0.29219583,0.42306998,0.29905796,0.4159892,0.3241368,0.40866458,0.3303643,0.23558123,0.25122625,0.5142558,0.26711342,0.25294843,0.28731108,0.17490888,0.36375973,0.3607741,0.30106995,0.2985177,0.22484529,0.27013296,0.23495723,0.31104973,0.3558594,0.43703514,0.271719,0.20680487,0.09648636,0.22650358,0.34568965,0.33886558,0.29547405,0.20645581,0.31879097,0.33839548,0.2995889,0.49105638,0.30413312,0.35856563,0.49191833,0.30842406,0.19767378,0.2983354,0.34909648,0.3830583,0.39785182,0.37124532,0.25887415,0.36697945
0.34949696,0.36673617,1.0,0.352736,0.25215513,0.31853297,0.4282372,0.31449926,0.42986992,0.46720463,0.34734046,0.46027762,0.16980514,0.56328607,0.40284243,0.4534182,0.44556212,0.49233854,0.46895307,0.45861864,0.39213043,0.35029668,0.29469547,0.30555582,0.42631522,0.36914772,0.4579711,0.29948437,0.41495794,0.35337982,0.22685194,0.4879734,0.25488803,0.4890359,0.5007782,0.50142413,0.33063877,0.57088494,0.48991603,0.47156733,0.5232075,0.31029516,0.29298446,0.3286218,0.39209342,0.28475857,0.1926037,0.38753596,0.3359638,0.48206758,0.59434915,0.36171302,0.4464037,0.41995674,0.38637367,0.36339182,0.4653085,0.28981537,0.3760619,0.5464878,0.29340816,0.42272985,0.5658228,0.3491658,0.44933522,0.46353182,0.37207308,0.31910795,0.25015834,0.48188704,0.37692624,0.40024623,0.26148582,0.088724755,0.24009895,0.27407837,0.47391194,0.34725875,0.18167919,0.31265408,0.26061052,0.31242317,0.3457067,0.18949094,0.26775125,0.15997791,0.22133859,0.2660612,0.36543313,0.3117027,0.32373345,0.21487057,0.33444506,0.31645274,0.17024326,0.28483388,0.27810776,0.16998453,0.1694628,0.15449671,0.3977241,0.22387457,0.16034953,0.36763647,0.20130514,0.358228,0.36542684,0.5069972,0.503486,0.39791548,0.35802004,0.26245376,0.50115776,0.30077523,0.3451807,0.29215842,0.38450402,0.39291677,0.37163174,0.29223812,0.3001221,0.4912827,0.470105,0.34571332,0.43000054,0.14861956,0.2023282,0.2158778,0.35466594,0.34717298,0.45815408,0.59925425,0.29450536,0.25168306,0.3715008,0.32389972,0.37799627,0.28776312,0.25570747,0.2737381,0.46435258,0.29658633,0.45863056,0.5080987,0.4117548,0.38795048,0.48705047,0.39051378,0.34813982,0.52827835,0.32292742,0.47364157,0.4059996,0.22214265,0.3610472
0.42786482,0.43482924,0.352736,1.0,0.4348535,0.5255599,0.43528008,0.4691128,0.5017377,0.48297656,0.4344768,0.40705466,0.30586052,0.4431031,0.426489,0.44688177,0.4731175,0.48503253,0.4701154,0.44231385,0.5035695,0.43278623,0.5078836,0.41579774,0.46386176,0.45533788,0.4559,0.53147835,0.5293592,0.50083655,0.3548404,0.42101422,0.43454897,0.4570645,0.4059543,0.46928144,0.47605413,0.3614487,0.437148,0.40754646,0.47294104,0.43381834,0.4394408,0.43762589,0.52210474,0.42456895,0.4224999,0.47725904,0.38705587,0.54535615,0.333477,0.42536297,0.47408748,0.41298017,0.4420699,0.33040443,0.39928544,0.35594827,0.4207256,0.36330307,0.42296618,0.4998332,0.42764136,0.3998,0.4521535,0.4941653,0.37224662,0.43867862,0.4694897,0.47198784,0.42783827,0.4216506,0.40368643,0.24385323,0.47181657,0.35346076,0.4535749,0.42793363,0.47504362,0.48448372,0.40585262,0.433656,0.40354162,0.34740347,0.3543631,0.62524164,0.39478543,0.38628462,0.36633435,0.5000714,0.3820758,0.39878434,0.4434448,0.64486617,0.31872416,0.3997708,0.38402802,0.2924791,0.35724825,0.33110762,0.39580762,0.34701282,0.4234097,0.3784766,0.33674255,0.44917327,0.4350512,0.30241567,0.4285395,0.32765105,0.69508195,0.3797875,0.41071665,0.5356239,0.26210582,0.40224242,0.39618433,0.41602272,0.3633166,0.45323116,0.23172416,0.34882253,0.40185058,0.34649098,0.30527914,0.58482033,0.26374036,0.38461405,0.45887095,0.43317932,0.46900317,0.2840111,0.31397197,0.23749831,0.33460814,0.46872842,0.34984723,0.48196292,0.42953467,0.5059875,0.4310094,0.5176504,0.49588346,0.36783183,0.3991115,0.48857358,0.4605743,0.36777624,0.41058463,0.50317717,0.621685,0.52723926,0.5030058,0.404792,0.47744164
0.22251639,0.29818463,0.25215513,0.4348535,1.0000001,0.41140217,0.33166602,0.30842203,0.33523786,0.4008392,0.17411391,0.25373015,0.24893984,0.23934607,0.36322266,0.29371646,0.4864756,0.3020692,0.3100827,0.355681,0.2979845,0.38713372,0.41610885,0.3438949,0.23109761,0.25344822,0.3245107,0.3285267,0.3866024,0.3685156,0.1810551,0.31106597,0.2874074,0.2216391,0.18584514,0.3150617,0.22449306,0.2778071,0.2662213,0.3712322,0.27835038,0.29969645,0.25663412,0.21945077,0.25764826,0.2558825,0.25355572,0.242842,0.22579159,0.3749921,0.16352925,0.41202095,0.36166912,0.18427917,0.33883882,0.26823822,0.2713976,0.13854614,0.1843225,0.0774114,0.47104722,0.3381524,0.20176381,0.21740232,0.26840103,0.29166105,0.2681126,0.23740989,0.29066592,0.26027966,0.26256186,0.21555239,0.4377797,0.21340907,0.20172033,0.19421153,0.2920719,0.18123496,0.30738166,0.43091688,0.21575463,0.22716404,0.2169716,0.17277619,0.22197479,0.32861027,0.30518234,0.21030056,0.1851396,0.38317108,0.31643015,0.20446905,0.28384858,0.30853957,0.27141294,0.22379881,0.23620653,0.09865657,0.12990186,0.1385729,0.3246656,0.29135567,0.36330825,0.19032472,0.31454375,0.22131322,0.20639744,0.114424184,0.39411342,0.2758233,0.31514525,0.1881788,0.20630988,0.39945227,0.25560355,0.70048046,0.3389857,0.2872112,0.27569956,0.33813378,0.12021807,0.11908528,0.17430905,0.20876095,0.26158053,0.36610454,0.19572082,0.29677194,0.29827225,0.25339884,0.26547506,0.11614299,0.08993697,0.21852928,0.14511026,0.22249779,0.1340113,0.31536648,0.32768637,0.34089464,0.42761025,0.25969577,0.2961463,0.1512913,0.24091297,0.32732946,0.2954095,0.21186791,0.20014913,0.271172,0.26396596,0.30271208,0.23810741,0.33079764,0.28874713
0.49690366,0.3805005,0.31853297,0.5255599,0.41140217,0.99999976,0.6643182,0.59291816,0.47119343,0.5180264,0.43469167,0.36160615,0.29930478,0.39918453,0.5584174,0.5138571,0.4854672,0.51988405,0.5829454,0.61173594,0.48685163,0.51281947,0.484829,0.47561872,0.39990342,0.5721038,0.5099658,0.59948725,0.49993348,0.43594575,0.33412445,0.36118,0.3776948,0.54037213,0.38906288,0.49483347,0.56780505,0.44392434,0.38438413,0.38329935,0.41390514,0.6365094,0.5645918,0.43912843,0.4452999,0.3411116,0.43145463,0.42647415,0.3555643,0.53377354,0.29842836,0.45034796,0.43124,0.5592464,0.5330267,0.6064563,0.41825056,0.22882357,0.35780448,0.35165685,0.4091249,0.4558996,0.41383684,0.5365577,0.5612259,0.515672,0.40539286,0.63742876,0.4137119,0.5042246,0.36384836,0.48736286,0.4340006,0.32188272,0.38848814,0.2710775,0.38281053,0.44746038,0.6015046,0.40647104,0.3262285,0.77038413,0.36894596,0.35486194,0.29488868,0.30302462,0.45691085,0.29014114,0.6124275,0.5603634,0.40725482,0.37885845,0.42780942,0.2585015,0.48512235,0.36498743,0.31209874,0.42199224,0.26221028,0.3429209,0.33695757,0.38767296,0.3580839,0.3878182,0.33618215,0.5843411,0.7154519,0.306662,0.47880715,0.3558566,0.3903656,0.33391216,0.38693827,0.5446327,0.44350174,0.3234772,0.34041876,0.61506104,0.5059371,0.38426387,0.23966672,0.40325713,0.44541156,0.38315207,0.30322352,0.3718348,0.3300406,0.7972187,0.44356394,0.39056265,0.47468248,0.3426844,0.29901224,0.31555513,0.3837392,0.50071836,0.38356003,0.6681498,0.51490736,0.5692309,0.49927557,0.48926955,0.44139946,0.46005687,0.4226409,0.4404859,0.27948597,0.29860383,0.5591285,0.37062472,0.49250495,0.52077734,0.52104115,0.74706036,0.44856983
0.3824137,0.35453314,0.4282372,0.43528008,0.33166602,0.6643182,1.0000002,0.5479536,0.42054686,0.3776324,0.3594061,0.3841421,0.23594034,0.41791576,0.43134272,0.52750677,0.4759183,0.46999827,0.51956105,0.45891926,0.47108397,0.44882423,0.4672407,0.4511021,0.39659035,0.5773082,0.49834222,0.518829,0.49709883,0.5295079,0.3953873,0.39469552,0.33061028,0.5040237,0.4323884,0.4720841,0.50709605,0.5179007,0.42514268,0.44358903,0.46258944,0.52904785,0.38341773,0.37094086,0.5118536,0.28637314,0.37242797,0.40268606,0.43550667,0.51511043,0.43240458,0.45044273,0.4207091,0.4643005,0.73537374,0.5923866,0.45679975,0.22490305,0.34499785,0.35323322,0.45608515,0.49524677,0.43997514,0.49103194,0.53835654,0.5063224,0.4829054,0.54975086,0.34303683,0.43776327,0.2511389,0.42073494,0.48828158,0.31803226,0.3543892,0.25482872,0.43149406,0.39338976,0.4298004,0.44488335,0.398939,0.7542629,0.3057207,0.26968625,0.23896834,0.19157125,0.38074368,0.23230895,0.5745251,0.44274458,0.48392242,0.28699508,0.37299,0.26430073,0.3962841,0.3842346,0.37101477,0.31534934,0.25772756,0.27012855,0.3809948,0.3961342,0.3285973,0.40051374,0.270719,0.5866492,0.7357645,0.3726927,0.56081796,0.37943405,0.34966034,0.3558178,0.38343808,0.4233982,0.47513133,0.36693895,0.37466347,0.5768645,0.45573646,0.410205,0.2839973,0.42937356,0.44923517,0.39990556,0.3758232,0.25127426,0.21544334,0.548415,0.4010364,0.2958708,0.43182617,0.4195631,0.341761,0.22458467,0.36388624,0.43173942,0.41675156,0.50170356,0.48866123,0.46179855,0.5748505,0.47247082,0.37307668,0.47497293,0.5020094,0.466753,0.37577754,0.3294173,0.55349886,0.37555468,0.43517363,0.46603978,0.5038089,0.6221957,0.41141236
0.40994835,0.41405693,0.31449926,0.4691128,0.30842203,0.59291816,0.5479536,1.0000001,0.41877955,0.4794953,0.416527,0.29278418,0.19006625,0.4045034,0.38890594,0.4671954,0.5245024,0.4646543,0.52030754,0.47514004,0.49806565,0.383542,0.42655474,0.3914621,0.44149125,0.52781343,0.42074156,0.6691903,0.5360964,0.3956173,0.37303013,0.40203932,0.42243987,0.44017816,0.34583396,0.37122858,0.4315989,0.39503044,0.3980822,0.42187965,0.37519482,0.42698944,0.48800611,0.41595733,0.4784222,0.37509644,0.44529337,0.48438454,0.49236712,0.4632527,0.37275624,0.47466898,0.35045937,0.49164498,0.50255585,0.47973347,0.32485053,0.39405644,0.40193775,0.3489659,0.43161666,0.51884604,0.32324514,0.42246664,0.5635419,0.5256325,0.51526886,0.5123764,0.34361258,0.41699484,0.28471467,0.45940578,0.39247423,0.32450598,0.34130993,0.33674005,0.40813082,0.36775023,0.47662342,0.33232963,0.3900422,0.5175859,0.3644141,0.29578716,0.22884256,0.2229146,0.59261036,0.27245712,0.43687114,0.4008268,0.3272236,0.34064204,0.374985,0.35318032,0.32981944,0.43751258,0.30794397,0.2395378,0.25109226,0.30754006,0.322316,0.2756408,0.22540669,0.36933726,0.19683965,0.42775458,0.5410352,0.25616455,0.44289654,0.41573936,0.35075694,0.23102617,0.3852521,0.34216258,0.2664196,0.3098359,0.35469168,0.4337637,0.47402215,0.39260674,0.2302101,0.40358257,0.39512527,0.40907362,0.30167916,0.29433876,0.19319087,0.47091725,0.41275156,0.34362698,0.3855727,0.27214795,0.24342188,0.29290855,0.248007,0.34154436,0.3022261,0.40502068,0.32782567,0.5380631,0.41458577,0.3911023,0.4235583,0.37980163,0.38805333,0.3817147,0.23042512,0.2803681,0.4801322,0.31664997,0.45469546,0.4269848,0.5256553,0.5686604,0.4765368
0.497976,0.37037247,0.42986992,0.5017377,0.33523786,0.47119343,0.42054686,0.41877955,0.9999999,0.56286734,0.47129205,0.36103338,0.37364644,0.5541793,0.56622964,0.4916758,0.6144197,0.5243094,0.5690754,0.56396306,0.46767673,0.5610546,0.4644453,0.4972991,0.4875602,0.46765155,0.4831615,0.4881906,0.389816,0.47056633,0.37310073,0.47905698,0.34172672,0.59471434,0.5032665,0.5328919,0.49181372,0.47014046,0.391612,0.5338391,0.5235007,0.3471651,0.41834456,0.48926467,0.539981,0.50104696,0.33284134,0.49096388,0.36329412,0.64551616,0.4773535,0.4464849,0.5122874,0.52131724,0.44707972,0.3860126,0.33728743,0.33534205,0.5773475,0.44844264,0.4286278,0.535203,0.42562875,0.4806692,0.45774323,0.54573876,0.3908446,0.43374658,0.46774763,0.4452122,0.46194243,0.4458634,0.35119456,0.26700783,0.368236,0.38565412,0.4408779,0.43740505,0.36589193,0.44992927,0.5084276,0.36245295,0.6642883,0.30654538,0.3491521,0.26708525,0.35541165,0.32108736,0.35367787,0.5244946,0.34929067,0.417489,0.47524598,0.39701018,0.25469115,0.48277688,0.335415,0.23524651,0.39176252,0.27674183,0.3977613,0.2584281,0.27277708,0.48806155,0.19612145,0.4980144,0.40126163,0.37501281,0.5537944,0.32232884,0.4642104,0.3313197,0.39149773,0.5205877,0.31163597,0.32906538,0.37506348,0.4236672,0.4081383,0.46871176,0.38881195,0.48354146,0.47050515,0.4595064,0.35821143,0.27416322,0.2545085,0.29159042,0.42241687,0.37789372,0.48725012,0.4460367,0.3880158,0.25786552,0.54084575,0.44380546,0.47725248,0.4301315,0.38978213,0.42753655,0.5563439,0.41490173,0.6915338,0.51439583,0.5061182,0.48382983,0.41879466,0.27690795,0.44421735,0.44121933,0.48409986,0.457463,0.5391352,0.29318213,0.74481523
0.5698352,0.37147242,0.46720463,0.48297656,0.4008392,0.5180264,0.3776324,0.4794953,0.56286734,0.9999998,0.4953693,0.44815642,0.260941,0.50665593,0.46769267,0.5187377,0.6408464,0.48911378,0.5372579,0.53167355,0.43196183,0.46426713,0.40065867,0.4147179,0.5462946,0.43293148,0.44095534,0.53360647,0.53760564,0.39072853,0.31208706,0.5989218,0.5794979,0.566734,0.4976546,0.5771992,0.4035444,0.47142375,0.3382424,0.4661302,0.4630601,0.34730792,0.50503564,0.42581102,0.5232905,0.6286465,0.41931498,0.702616,0.38971555,0.5417384,0.4322893,0.4957877,0.46166134,0.612408,0.47992405,0.46738672,0.3633393,0.5608928,0.4526427,0.5333905,0.43049198,0.52638006,0.49126053,0.50596136,0.6297641,0.50455725,0.3846482,0.42940888,0.50771946,0.57255197,0.47905922,0.5752344,0.39968407,0.27745846,0.36114743,0.43730444,0.55644274,0.58505785,0.5292723,0.38992947,0.40754512,0.32154298,0.51125973,0.23658195,0.33020884,0.23935115,0.43374068,0.3152145,0.36663085,0.509889,0.2900225,0.35322344,0.3849281,0.32005754,0.33476835,0.46477193,0.28764457,0.2710723,0.33814985,0.27855557,0.6219598,0.38132358,0.30703896,0.4053188,0.3229662,0.40250313,0.43505013,0.30348802,0.4765741,0.40450472,0.3825485,0.30876473,0.5329185,0.5798682,0.26828042,0.46008164,0.34136555,0.40800017,0.46936858,0.5234127,0.27378857,0.42049828,0.5062736,0.34065098,0.29469898,0.2974905,0.16881391,0.37027615,0.3880646,0.4063001,0.40843752,0.3670688,0.2378596,0.41104743,0.27236277,0.40309587,0.2857287,0.40045235,0.42582977,0.4320935,0.59998834,0.38097805,0.5742873,0.6264881,0.3182612,0.49650833,0.4237432,0.42252135,0.34622496,0.52709043,0.55811286,0.5325334,0.5293593,0.4201519,0.5207927
